Sex,Agemos,L,M,S,P3,P5,P10,P25,P50,P75,P90,P95,P97
1,24,0.941523967,86.45220101,0.040321528,79.91084447,80.72977321,81.99171445,84.10289217,86.45220101,88.80524943,90.92619137,92.19687928,93.02265441
1,24.5,1.00720807,86.86160934,0.040395626,80.26037074,81.08868489,82.36400989,84.49470553,86.86160934,89.22804829,91.35753004,92.63176749,93.45923029
1,25.5,0.837251351,87.65247282,0.040577525,81.0052937,81.83445202,83.11387064,85.25887745,87.65247282,90.05675457,92.22966054,93.53406648,94.38278047
1,26.5,0.681492975,88.42326434,0.040723122,81.7341574,82.56406112,83.84716151,86.0051731,88.42326434,90.8626041,93.07608163,94.40884914,95.27761711
1,27.5,0.538779654,89.17549228,0.040833194,82.44845648,83.27898582,84.56534433,86.73506945,89.17549228,91.64711353,93.89827114,95.25754106,96.14511823
1,28.5,0.407697153,89.91040853,0.040909059,83.14944982,83.98045262,85.26961974,87.44977223,89.91040853,92.41159029,94.69757027,96.08148848,96.98662531
1,29.5,0.286762453,90.62907762,0.040952433,83.83819399,84.66948449,85.96098331,88.15028421,90.62907762,93.15718995,95.47522083,96.88197981,97.8034532
1,30.5,0.174489485,91.33242379,0.04096533,84.51558277,85.3469433,86.64027154,88.83745411,91.33242379,93.88495599,96.23239427,97.66026663,98.59690538
1,31.5,0.069444521,92.02127167,0.040949976,85.18238019,86.01356554,87.30820085,89.5120186,92.02127167,94.59585394,96.97021533,98.4175791,99.36828331
1,32.5,-0.029720564,92.69637946,0.040908737,85.83925011,86.66999332,87.96540055,90.17463683,92.69637946,95.29079906,97.68978097,99.15513792,100.1188932
1,33.5,-0.124251789,93.35846546,0.040844062,86.48678276,87.31680155,88.61244073,90.82591867,93.35846546,95.97067824,98.39217521,99.87416352,100.8500508
1,34.5,-0.215288396,94.00822923,0.040758431,87.12551862,87.95452162,89.24985581,91.46644774,94.00822923,96.63636727,99.0784807,100.5758831,101.5630853
1,35.5,-0.30385434,94.64636981,0.040654312,87.75596799,88.58366128,89.87816458,92.09680119,94.64636981,97.28874542,99.74978771,101.2615351,102.2593402
1,36.5,-0.390918369,95.27359106,0.04053412,88.37863651,89.20472611,90.49788649,92.71755946,95.27359106,97.92869928,100.4071992,101.9323762,102.940182
1,37.5,-0.254801167,95.91474929,0.040572876,88.93297086,89.77301106,91.08607735,93.33440049,95.91474929,98.58524582,101.0690065,102.5930445,103.5982668
1,38.5,-0.125654535,96.54734328,0.04061691,89.47916294,90.33305814,91.66588835,93.94268367,96.54734328,99.23357783,101.7233762,103.2470198,104.2502776
1,39.5,-0.00316735,97.17191309,0.040666414,90.01765704,90.88532031,92.23778882,94.54291151,97.17191309,99.87425862,102.3708617,103.8948257,104.8967054
1,40.5,0.11291221,97.78897727,0.040721467,90.54890623,91.43025486,92.80224597,95.1355744,97.78897727,100.5078239,103.011988,104.5369608,105.5380208
1,41.5,0.222754969,98.3990283,0.040782045,91.07337426,91.96832362,93.35972283,95.72114636,98.3990283,101.1347788,103.6472524,105.1739016,106.1746779
1,42.5,0.326530126,99.00254338,0.040848042,91.59152368,92.4999858,93.91067749,96.30009195,99.00254338,101.7556073,104.2771267,105.8060983,106.8071048
1,43.5,0.42436156,99.599977,0.040919281,92.10382052,93.02569976,94.45556109,96.87286014,99.599977,102.370767,104.9020571,106.4339786,107.4357106
1,44.5,0.516353108,100.191764,0.040995524,92.6107295,93.54591978,94.99481672,97.43988586,100.191764,102.9806917,105.5224653,107.0579468,108.0608826
1,45.5,0.602595306,100.7783198,0.041076485,93.11271174,94.06109422,95.52887815,98.00158958,100.7783198,103.5857927,106.1387493,107.6783842,108.6829866
1,46.5,0.683170764,101.3600411,0.041161838,93.61022262,94.57166376,96.05816868,98.55837705,101.3600411,104.186459,106.7512837,108.2956497,109.3023669
1,47.5,0.758158406,101.9373058,0.041251224,94.10370972,95.07805975,96.58310008,99.11063889,101.9373058,104.7830584,107.3604207,108.9100797,109.9193463
1,48.5,0.827636736,102.5104735,0.041344257,94.59361093,95.58070273,97.1040715,99.65875031,102.5104735,105.3759377,107.9664906,109.5219891,110.5342263
1,49.5,0.891686306,103.0798852,0.041440534,95.08035263,96.08000091,97.62146857,100.2030707,103.0798852,105.9654232,108.569802,110.1316713,111.1472879
1,50.5,0.95039153,103.645864,0.041539635,95.56434805,96.57634888,98.13566246,100.7439435,103.645864,106.5518212,109.1706428,110.7393989,111.7587911
1,51.5,1.003830006,104.208713,0.041641136,96.04599748,97.07012724,98.64700876,101.281694,104.208713,107.1354171,109.76928,111.3454248,112.3689778
1,52.5,1.05213569,104.7687256,0.041744602,96.52567713,97.56169654,99.15584797,101.8166373,104.7687256,107.7164829,110.3659614,111.9499779,112.9780622
1,53.5,1.0953669,105.3261638,0.041849607,97.00375833,98.05140652,99.66250203,102.3490611,105.3261638,108.2952617,110.9609139,112.5532737,113.5862516
1,54.5,1.133652119,105.8812823,0.041955723,97.48058355,98.53958366,100.1672766,102.8792439,105.8812823,108.8719858,111.5543461,113.1555037,114.1937245
1,55.5,1.167104213,106.4343146,0.042062532,97.95647862,99.026537,100.6704587,103.4074438,106.4343146,109.4468665,112.1464475,113.7568423,114.800644
1,56.5,1.195845353,106.9854769,0.042169628,98.43174768,99.51255522,101.1723164,103.9339016,106.9854769,110.0200973,112.7373894,114.3574452,115.4071549
1,57.5,1.220004233,107.534968,0.042276619,98.90667254,99.99790605,101.6730987,104.4588401,107.534968,110.5918541,113.327325,114.9574502,116.0133837
1,58.5,1.239715856,108.0829695,0.042383129,99.3815118,100.4828356,102.1730346,104.9824642,108.0829695,111.1622955,113.9163901,115.5569776,116.6194398
1,59.5,1.255121285,108.6296457,0.042488804,99.85650001,100.9675675,102.6723326,105.5049607,108.6296457,111.731563,114.5047033,116.1561304,117.2254154
1,60.5,1.266367398,109.1751441,0.042593311,100.331847,101.4523027,103.171181,106.026498,109.1751441,112.2997816,115.0923665,116.7549954,117.831386
1,61.5,1.273606657,109.7195954,0.042696342,100.8077371,101.9372185,103.6697469,106.5472265,109.7195954,112.86706,115.6794655,117.3536426,118.4374113
1,62.5,1.276996893,110.2631136,0.042797615,101.2843288,102.4224687,104.1681762,107.0672782,110.2631136,113.4334909,116.2660704,117.9521268,119.0435349
1,63.5,1.276701119,110.8057967,0.042896877,101.7617545,102.908183,104.6665937,107.5867669,110.8057967,113.9991516,116.8522359,118.5504872,119.6497853
1,64.5,1.272887366,111.3477265,0.042993904,102.2401199,103.3944666,105.1651027,108.1057886,111.3477265,114.5641044,117.4380018,119.1487482,120.2561762
1,65.5,1.265728536,111.8889694,0.043088503,102.719504,103.8814006,105.6637849,108.6244211,111.8889694,115.128397,118.0233939,119.7469201,120.8627069
1,66.5,1.255402281,112.4295761,0.043180513,103.1999595,104.3690418,106.1627011,109.1427246,112.4295761,115.6920629,118.6084238,120.3449993,121.4693629
1,67.5,1.242090871,112.9695827,0.043269806,103.6815122,104.8574227,106.6618905,109.6607418,112.9695827,116.2551221,119.1930903,120.9429688,122.0761162
1,68.5,1.225981067,113.5090108,0.043356287,104.164162,105.3465519,107.1613717,110.1784984,113.5090108,116.8175812,119.777379,121.540799,122.682926
1,69.5,1.207263978,114.0478678,0.043439893,104.6478827,105.8364145,107.6611426,110.6960031,114.0478678,117.3794345,120.3612638,122.1384479,123.2897392
1,70.5,1.186140222,114.5861486,0.043520597,105.1326221,106.3269721,108.1611811,111.2132492,114.5861486,117.9406648,120.9447067,122.7358617,123.8964899
1,71.5,1.162796198,115.1238315,0.043598407,105.6183068,106.8181654,108.6614449,111.7302112,115.1238315,118.5012409,121.5276587,123.3329768,124.5031042
1,72.5,1.137442868,115.6608862,0.043673359,106.1048359,107.3099116,109.1618735,112.2468516,115.6608862,119.0611237,122.1100607,123.9297176,125.1094938
1,73.5,1.110286487,116.1972691,0.043745523,106.592087,107.8021076,109.6623876,112.7631168,116.1972691,119.6202624,122.6918435,124.5259991,125.7155618
1,74.5,1.081536236,116.732925,0.043815003,107.0799166,108.2946307,110.1628906,113.2789389,116.732925,120.1785968,123.272929,125.1217272,126.3212019
1,75.5,1.05140374,117.2677879,0.043881929,107.5681606,108.7873391,110.6632694,113.7942368,117.2677879,120.7360574,123.8532304,125.7167992,126.926299
1,76.5,1.020102497,117.8017819,0.043946461,108.0566359,109.2800738,111.1633949,114.3089166,117.8017819,121.2925663,124.4326533,126.3111047,127.5307299
1,77.5,0.987847213,118.3348215,0.044008785,108.5451423,109.7726591,111.6631239,114.8228726,118.3348215,121.8480376,125.0110959,126.9045258,128.134364
1,78.5,0.954853043,118.8668123,0.044069112,109.0334636,110.2649049,112.1622995,115.335988,118.8668123,122.4023786,125.5884499,127.4969382,128.737064
1,79.5,0.921334742,119.397652,0.044127675,109.5213695,110.7566073,112.6607528,115.8481358,119.397652,122.9554895,126.1646012,128.0882119,129.3386866
1,80.5,0.887505723,119.9272309,0.044184725,110.0086174,111.247551,113.158304,116.3591802,119.9272309,123.5072652,126.7394306,128.6782115,129.9390834
1,81.5,0.85357703,120.455433,0.044240532,110.4949545,111.7375104,113.654764,116.8689769,120.455433,124.057595,127.3128143,129.2667977,130.5381015
1,82.5,0.819756239,120.9821362,0.044295379,110.9801192,112.2262515,114.1499353,117.3773747,120.9821362,124.6063638,127.8846249,129.8538272,131.1355844
1,83.5,0.786246296,121.5072136,0.044349559,111.4638437,112.7135338,114.6436141,117.8842164,121.5072136,125.1534527,128.4547316,130.4391542,131.7313729
1,84.5,0.753244292,122.0305342,0.044403374,111.9458554,113.1991118,115.1355915,118.3893397,122.0305342,125.6987395,129.0230015,131.0226304,132.3253057
1,85.5,0.720940222,122.5519634,0.04445713,112.4258796,113.6827373,115.625655,118.8925788,122.5519634,126.2420996,129.5892999,131.6041067,132.9172205
1,86.5,0.689515708,123.0713645,0.044511135,112.9036412,114.1641607,116.1135904,119.3937653,123.0713645,126.7834065,130.153491,132.183433,133.5069548
1,87.5,0.659142731,123.588599,0.044565693,113.3788664,114.6431334,116.5991827,119.8927292,123.588599,127.3225327,130.7154389,132.7604599,134.0943467
1,88.5,0.629997853,124.1035312,0.044621104,113.8512827,115.1194078,117.0822191,120.3893032,124.1035312,127.8593529,131.2750083,133.335037,134.6792321
1,89.5,0.602203984,124.6160161,0.044677662,114.3206308,115.5927447,117.562488,120.8833137,124.6160161,128.393735,131.8320643,133.9070206,135.2614591
1,90.5,0.575908038,125.1259182,0.044735646,114.7866522,116.0629074,118.0397834,121.3745956,125.1259182,128.9255543,132.3864745,134.4762655,135.8408704
1,91.5,0.55123134,125.6331012,0.044795322,115.2491001,116.5296686,118.5139049,121.8629855,125.6331012,129.4546858,132.9381089,135.0426312,136.4173156
1,92.5,0.528279901,126.1374319,0.044856941,115.7077388,116.9928104,118.9846594,122.3483243,126.1374319,129.9810071,133.4868407,135.6059815,136.9906494
1,93.5,0.507143576,126.6387804,0.04492073,116.1623461,117.4521263,119.4518627,122.8304588,126.6387804,130.504399,134.0325473,136.1661852,137.5607324
1,94.5,0.487895344,127.1370217,0.044986899,116.6127146,117.9074226,119.9153408,123.3092425,127.1370217,131.024746,134.5751108,136.7231173,138.1274323
1,95.5,0.470590753,127.6320362,0.045055632,117.0586529,118.3585201,120.3749315,123.784537,127.6320362,131.5419375,135.1144188,137.2766592,138.6906245
1,96.5,0.455267507,128.1237104,0.045127088,117.4999879,118.8052553,120.830485,124.2562127,128.1237104,132.0558684,135.6503652,137.8267001,139.2501934
1,97.5,0.441945241,128.6119383,0.045201399,117.9365657,119.2474816,121.281866,124.7241502,128.6119383,132.5664397,136.1828511,138.3731376,139.8060325
1,98.5,0.430625458,129.096622,0.045278671,118.3682526,119.6850711,121.7289543,125.1882412,129.096622,133.0735595,136.7117853,138.9158785,140.3580462
1,99.5,0.421291648,129.5776723,0.045358979,118.794937,120.1179149,122.1716458,125.6483893,129.5776723,133.5771438,137.2370854,139.4548395,140.9061502
1,100.5,0.413909588,130.0550101,0.045442372,119.2165297,120.5459248,122.6098539,126.1045113,130.0550101,134.0771172,137.7586784,139.9899485,141.4502723
1,101.5,0.408427813,130.5285669,0.045528869,119.6329654,120.9690339,123.04351,126.5565377,130.5285669,134.5734138,138.2765017,140.5211451,141.9903534
1,102.5,0.404778262,130.9982857,0.045618459,120.0442031,121.3871973,123.4725646,127.0044134,130.9982857,135.065978,138.7905039,141.0483813,142.5263486
1,103.5,0.402877077,131.4641218,0.045711105,120.450227,121.8003934,123.896988,127.4480994,131.4641218,135.5547656,139.3006456,141.5716229,143.0582274
1,104.5,0.402625561,131.9260439,0.045806742,120.8510473,122.2086239,124.3167709,127.8875724,131.9260439,136.0397444,139.8069003,142.0908498,143.5859753
1,105.5,0.40391127,132.3840348,0.045905281,121.2467001,122.6119145,124.7319249,128.3228265,132.3840348,136.5208952,140.3092555,142.6060571,144.109594
1,106.5,0.406609232,132.838092,0.046006604,121.6372483,123.0103156,125.1424835,128.7538732,132.838092,136.9982129,140.8077133,143.1172562,144.6291028
1,107.5,0.410583274,133.2882291,0.046110573,122.0227817,123.4039024,125.5485022,129.1807426,133.2882291,137.4717069,141.3022916,143.6244753,145.1445387
1,108.5,0.415687443,133.7344759,0.046217028,122.4034171,123.7927752,125.9500588,129.6034839,133.7344759,137.9414029,141.793025,144.1277605,145.6559581
1,109.5,0.421767514,134.1768801,0.04632579,122.7792983,124.1770596,126.3472542,130.0221657,134.1768801,138.4073433,142.2799654,144.6271767,146.1634368
1,110.5,0.428662551,134.6155076,0.046436662,123.1505962,124.5569064,126.7402123,130.436877,134.6155076,138.8695881,142.7631838,145.1228083,146.6670713
1,111.5,0.436206531,135.0504433,0.04654943,123.5175084,124.9324922,127.1290805,130.8477278,135.0504433,139.3282163,143.2427702,145.6147602,147.1669794
1,112.5,0.44423,135.4817925,0.046663871,123.8802592,125.3040185,127.5140299,131.2548494,135.4817925,139.7833266,143.7188356,146.103159,147.6633011
1,113.5,0.45256176,135.9096813,0.046779748,124.2390993,125.6717122,127.8952551,131.6583952,135.9096813,140.2350389,144.1915122,146.5881531,148.1561991
1,114.5,0.461030578,136.3342577,0.046896817,124.5943049,126.035825,128.2729746,132.0585409,136.3342577,140.6834944,144.6609548,147.0699143,148.6458598
1,115.5,0.469466904,136.7556923,0.047014827,124.9461775,126.3966334,128.6474311,132.4554857,136.7556923,141.1288576,145.1273417,147.5486382,149.132494
1,116.5,0.477704608,137.1741794,0.047133525,125.2950434,126.7544381,129.0188908,132.8494521,137.1741794,141.5713168,145.5908755,148.0245452,149.6163372
1,117.5,0.48558272,137.5899378,0.047252654,125.6412524,127.1095636,129.3876441,133.2406866,137.5899378,142.011085,146.0517839,148.4978811,150.0976507
1,118.5,0.492947182,138.0032114,0.047371961,125.9851773,127.4623576,129.7540048,133.6294604,138.0032114,142.4484014,146.510321,148.9689178,150.5767217
1,119.5,0.499652617,138.4142703,0.047491194,126.3272131,127.8131904,130.1183106,134.0160697,138.4142703,142.8835317,146.9667676,149.4379538,151.0538639
1,120.5,0.505564115,138.8234114,0.047610108,126.6677753,128.1624542,130.4809221,134.4008357,138.8234114,143.3167691,147.421432,149.9053151,151.5294179
1,121.5,0.510559047,139.2309592,0.047728463,127.0072991,128.5105623,130.8422234,134.7841054,139.2309592,143.7484354,147.8746507,150.3713549,152.0037511
1,122.5,0.514528903,139.6372663,0.04784603,127.3462381,128.857948,131.2026207,135.1662516,139.6372663,144.1788815,148.326789,150.8364543,152.4772579
1,123.5,0.517381177,140.042714,0.047962592,127.6850624,129.2050634,131.5625423,135.5476732,140.042714,144.6084877,148.7782409,151.3010223,152.9503596
1,124.5,0.519041285,140.4477127,0.048077942,128.0242572,129.5523785,131.9224379,135.9287948,140.4477127,145.0376645,149.2294296,151.7654951,153.4235035
1,125.5,0.519454524,140.8527022,0.048191889,128.3643208,129.9003795,132.2827776,136.3100669,140.8527022,145.4668527,149.6808068,152.2303363,153.8971624
1,126.5,0.518588072,141.2581515,0.048304259,128.7057627,130.2495672,132.6440511,136.6919657,141.2581515,145.8965233,150.1328531,152.6960355,154.3718335
1,127.5,0.516433004,141.6645592,0.048414893,129.0491015,130.6004555,133.0067661,137.0749922,141.6645592,146.3271773,150.5860767,153.1631074,154.8480367
1,128.5,0.513006312,142.072452,0.048523648,129.394862,130.9535693,133.3714475,137.4596717,142.072452,146.7593449,151.0410123,153.6320904,155.3263129
1,129.5,0.508352901,142.4823852,0.048630402,129.7435732,131.309442,133.738635,137.8465525,142.4823852,147.1935849,151.4982199,154.103544,155.8072211
1,130.5,0.502547502,142.8949403,0.04873505,130.095765,131.6686134,134.1088817,138.2362048,142.8949403,147.630483,151.9582822,154.5780465,156.2913356
1,131.5,0.495696454,143.3107241,0.048837504,130.4519655,132.031627,134.4827517,138.6292185,143.3107241,148.07065,152.4218027,155.0561919,156.7792423
1,132.5,0.487939275,143.7303663,0.048937694,130.8126976,132.3990267,134.8608171,139.0262015,143.7303663,148.5147188,152.8894016,155.5385858,157.2715342
1,133.5,0.479449924,144.1545167,0.049035564,131.1784756,132.771354,135.2436555,139.4277761,144.1545167,148.9633421,153.3617127,156.0258407,157.7688063
1,134.5,0.470437652,144.5838414,0.049131073,131.5498015,133.1491442,135.6318463,139.8345767,144.5838414,149.4171874,153.839378,156.5185711,158.27165
1,135.5,0.461147305,145.0190192,0.049224189,131.9271616,133.5329226,136.0259671,140.2472448,145.0190192,149.876933,154.3230425,157.0173867,158.7806462
1,136.5,0.451858946,145.4607359,0.049314887,132.311022,133.9232006,136.4265892,140.6664253,145.4607359,150.3432618,154.8133474,157.522886,159.2963578
1,137.5,0.442886661,145.9096784,0.049403145,132.7018251,134.3204714,136.8342729,141.0927603,145.9096784,150.8168546,155.3109233,158.0356481,159.8193221
1,138.5,0.434576385,146.3665278,0.049488934,133.0999854,134.7252055,137.2495627,141.5268837,146.3665278,151.2983826,155.8163811,158.5562242,160.3500415
1,139.5,0.427302633,146.8319513,0.049572216,133.5058853,135.1378458,137.6729811,141.9694138,146.8319513,151.7884983,156.3303034,159.085128,160.8889743
1,140.5,0.421464027,147.3065929,0.049652935,133.9198714,135.5588028,138.1050231,142.4209457,147.3065929,152.2878255,156.8532337,159.622826,161.4365245
1,141.5,0.417477538,147.7910635,0.049731004,134.34225,135.9884501,138.5461496,142.8820429,147.7910635,152.7969484,157.3856659,160.1697263,161.993032
1,142.5,0.415771438,148.2859294,0.0498063,134.773284,136.4271185,138.9967803,143.353228,148.2859294,153.3163996,157.9280318,160.7261679,162.5587616
1,143.5,0.416777012,148.7917006,0.04987865,135.2131887,136.8750919,139.4572873,143.8349727,148.7917006,153.8466466,158.4806894,161.2924091,163.133893
1,144.5,0.420919142,149.3088178,0.049947823,135.6621289,137.3326017,139.9279871,144.3276874,149.3088178,154.3880792,159.0439098,161.8686162,163.7185106
1,145.5,0.428606007,149.8376391,0.050013518,136.1202156,137.7998222,140.409134,144.8317108,149.8376391,154.9409947,159.6178646,162.4548526,164.3125939
1,146.5,0.440218167,150.3784267,0.050075353,136.5875035,138.2768661,140.9009122,145.3472981,150.3784267,155.505584,160.2026132,163.0510679,164.9160089
1,147.5,0.456097443,150.9313331,0.050132858,137.0639883,138.7637799,141.403429,145.8746111,150.9313331,156.0819181,160.7980913,163.657089,165.5285004
1,148.5,0.476536014,151.4963887,0.050185471,137.5496052,139.2605402,141.9167079,146.4137069,151.4963887,156.6699351,161.4041,164.2726114,166.1496863
1,149.5,0.501766234,152.0734897,0.050232532,138.0442266,139.7670498,142.4406823,146.9645285,152.0734897,157.2694285,162.0202967,164.897193,166.7790531
1,150.5,0.531951655,152.6623878,0.050273285,138.5476617,140.2831346,142.9751899,147.5268957,152.6623878,157.8800378,162.6461885,165.5302497,167.4159536
1,151.5,0.567179725,153.2626819,0.050306885,139.0596548,140.8085414,143.5199675,148.1004983,153.2626819,158.5012409,163.2811271,166.1710534,168.0596069
1,152.5,0.607456565,153.8738124,0.050332406,139.5798855,141.3429356,144.0746481,148.6848902,153.8738124,159.1323501,163.9243081,166.8187329,168.7091009
1,153.5,0.652704121,154.495058,0.05034886,140.1079685,141.8859002,144.6387576,149.2794857,154.495058,159.7725112,164.5747721,167.4722776,169.3633976
1,154.5,0.702759868,155.1255365,0.050355216,140.6434536,142.4369354,145.2117144,149.8835591,155.1255365,160.4207062,165.2314109,168.1305444,170.0213408
1,155.5,0.757379106,155.7642086,0.050350423,141.1858268,142.9954591,145.7928297,150.4962462,155.7642086,161.0757603,165.892976,168.7922681,170.6816665
1,156.5,0.816239713,156.4098858,0.050333444,141.7345116,143.5608087,146.3813098,151.1165487,156.4098858,161.7363527,166.5580917,169.4560742,171.3430163
1,157.5,0.878947416,157.0612415,0.050303283,142.2888712,144.1322433,146.9762604,151.7433416,157.0612415,162.4010311,167.2252714,170.1204959,172.0039535
1,158.5,0.945053486,157.7168289,0.050259018,142.8482077,144.7089466,147.576693,152.3753859,157.7168289,163.0682321,167.8929368,170.7839909,172.662978
1,159.5,1.014046108,158.3750929,0.050199837,143.4117718,145.2900346,148.1815319,153.0113368,158.3750929,163.7362982,168.5594402,171.444966,173.3185527
1,160.5,1.085383319,159.034399,0.050125062,143.9787585,145.8745579,148.7896253,153.6497654,159.034399,164.4035075,169.2230883,172.1017957,173.9691164
1,161.5,1.158487278,159.6930501,0.05003418,144.5483179,146.4615117,149.3997554,154.2891719,159.6930501,165.0680948,169.8821678,172.7528491,174.6131123
1,162.5,1.232768816,160.3493168,0.049926861,145.1195552,147.0498421,150.0106525,154.9280091,160.3493168,165.7282823,170.5349712,173.3965112,175.2490052
1,163.5,1.307628899,161.0014586,0.049802977,145.6915401,147.6384567,150.6210083,155.5647003,161.0014586,166.3823042,171.1798224,174.0312083,175.8753066
1,164.5,1.382473225,161.6477515,0.04966261,146.2633119,148.226234,151.2294913,156.1976616,161.6477515,167.0284338,171.8151013,174.6554295,176.490594
1,165.5,1.456720479,162.2865119,0.049506051,146.8338868,148.8120346,151.8347622,156.8253238,162.2865119,167.6650085,172.4392666,175.2677481,177.0935299
1,166.5,1.529810247,162.9161202,0.049333801,147.4022657,149.394712,152.4354895,157.4461523,162.9161202,168.2904522,173.0508762,175.8668393,177.6828795
1,167.5,1.601219573,163.535045,0.049146553,147.9674393,149.9731226,153.0303654,158.0586697,163.535045,168.9032981,173.6486051,176.4514947,178.2575211
